A,B,X,rA,rB,rX,TF,target
Hydrazinium,Hg,N3,217,102,998.4701262,0.781,0
Azetidinium,Hg,N3,250,102,620.268471,0.852,1
Formamidinium,Hg,N3,253,102,600.9485898,0.859,1
Imidazolium,Hg,N3,258,102,575.183855,0.87,1
Dimethylammonium,Hg,N3,272,102,521.1849597,0.9,1
Pyrrolinium,Hg,N3,272,102,521.1849597,0.9,1
Ethylammonium,Hg,N3,274,102,515.7072379,0.904,1
Guanidinium,Hg,N3,278,102,502.4433819,0.913,1
Tetramethylammoium,Hg,N3,292,102,467.5385781,0.943,1
Thiazolium,Hg,N3,320,102,418.9625246,1.003,0
Tropylium,Hg,N3,333,102,402.3071511,1.031,0
Ammonium,Ge,N3,146,73,-2923.799073,0.689,0
Hydroxylammonium,Ge,N3,216,73,610.7113325,0.855,1
Methylammonium,Ge,N3,217,73,606.3060907,0.857,1
Hydrazinium,Ge,N3,217,73,606.3060907,0.857,1
Azetidinium,Ge,N3,250,73,476.1953684,0.935,1
Formamidinium,Ge,N3,253,73,468.8599194,0.942,1
Imidazolium,Ge,N3,258,73,456.8434487,0.954,1
Dimethylammonium,Ge,N3,272,73,429.7426175,0.987,1
Pyrrolinium,Ge,N3,272,73,429.7426175,0.987,1
Ethylammonium,Ge,N3,274,73,425.8832785,0.992,1
Guanidinium,Ge,N3,278,73,420.2297885,1.001,0
Tetramethylammoium,Ge,N3,292,73,400.7216197,1.034,0
Thiazolium,Ge,N3,320,73,371.5364964,1.1,0
Tropylium,Ge,N3,333,73,360.7124421,1.131,0
Ammonium,Sn,N3,146,115,-329.6802589,0.605,0
Hydroxylammonium,Sn,N3,216,115,1550.013419,0.75,0
Methylammonium,Sn,N3,217,115,1491.587667,0.752,0
Hydrazinium,Sn,N3,217,115,1491.587667,0.752,0
Azetidinium,Sn,N3,250,115,730.5726257,0.82,1
Formamidinium,Sn,N3,253,115,705.7426528,0.826,1
Imidazolium,Sn,N3,258,115,663.4568789,0.837,1
Dimethylammonium,Sn,N3,272,115,583.6815767,0.866,1
Pyrrolinium,Sn,N3,272,115,583.6815767,0.866,1
Ethylammonium,Sn,N3,274,115,575.2066214,0.87,1
Guanidinium,Sn,N3,278,115,559.4469215,0.878,1
Tetramethylammoium,Sn,N3,292,115,511.1237926,0.907,1
Thiazolium,Sn,N3,320,115,447.0810458,0.965,1
Tropylium,Sn,N3,333,115,426.0773866,0.992,1
Ammonium,Pb,N3,146,119,-293.9834693,0.598,0
Hydroxylammonium,Pb,N3,216,119,1904.689699,0.741,0
Methylammonium,Pb,N3,217,119,1811.628315,0.743,0
Hydrazinium,Pb,N3,217,119,1811.628315,0.743,0
Azetidinium,Pb,N3,250,119,781.2632963,0.81,1
Formamidinium,Pb,N3,253,119,743.2216157,0.817,1
Imidazolium,Pb,N3,258,119,700.7948438,0.827,1
Dimethylammonium,Pb,N3,272,119,612.5233138,0.855,1
Pyrrolinium,Pb,N3,272,119,612.5233138,0.855,1
Ethylammonium,Pb,N3,274,119,597.8503086,0.86,1
Guanidinium,Pb,N3,278,119,579.7863071,0.868,1
Tetramethylammoium,Pb,N3,292,119,528.6117772,0.896,1
Thiazolium,Pb,N3,320,119,456.667747,0.954,1
Tropylium,Pb,N3,333,119,435.5057214,0.98,1
Ammonium,Eu,N3,146,117,-310.2590587,0.601,0
Hydroxylammonium,Eu,N3,216,117,1730.390471,0.745,0
Methylammonium,Eu,N3,217,117,1655.498691,0.747,0
Hydrazinium,Eu,N3,217,117,1655.498691,0.747,0
Azetidinium,Eu,N3,250,117,754.6507203,0.815,1
Formamidinium,Eu,N3,253,117,727.3568743,0.821,1
Imidazolium,Eu,N3,258,117,681.2983952,0.832,1
Dimethylammonium,Eu,N3,272,117,599.8503086,0.86,1
Pyrrolinium,Eu,N3,272,117,599.8503086,0.86,1
Ethylammonium,Eu,N3,274,117,586.1066026,0.865,1
Guanidinium,Eu,N3,278,117,569.2498213,0.873,1
Tetramethylammoium,Eu,N3,292,117,517.9306942,0.902,1
Thiazolium,Eu,N3,320,117,452.8552635,0.959,1
Tropylium,Eu,N3,333,117,430.647108,0.986,1
Ammonium,Tm,N3,146,103,-482.5632672,0.627,0
Hydroxylammonium,Tm,N3,216,103,1040.21629,0.777,0
Methylammonium,Tm,N3,217,103,1018.248629,0.779,0
Hydrazinium,Tm,N3,217,103,1018.248629,0.779,0
Azetidinium,Tm,N3,250,103,624.4291789,0.85,1
Formamidinium,Tm,N3,253,103,609.3629808,0.856,1
Imidazolium,Tm,N3,258,103,582.467163,0.867,1
Dimethylammonium,Tm,N3,272,103,526.306548,0.897,1
Pyrrolinium,Tm,N3,272,103,526.306548,0.897,1
Ethylammonium,Tm,N3,274,103,520.6177847,0.901,1
Guanidinium,Tm,N3,278,103,506.895626,0.91,1
Tetramethylammoium,Tm,N3,292,103,470.8388706,0.94,1
Thiazolium,Tm,N3,320,103,420.884343,1,1
Tropylium,Tm,N3,333,103,403.8183126,1.028,0
Ammonium,Yb,N3,146,102,-500.3354313,0.629,0
Hydroxylammonium,Yb,N3,216,102,1019.248629,0.779,0
Methylammonium,Yb,N3,217,102,998.4701262,0.781,0
Hydrazinium,Yb,N3,217,102,998.4701262,0.781,0
Azetidinium,Yb,N3,250,102,620.268471,0.852,1
Formamidinium,Yb,N3,253,102,600.9485898,0.859,1
Imidazolium,Yb,N3,258,102,575.183855,0.87,1
Dimethylammonium,Yb,N3,272,102,521.1849597,0.9,1
Pyrrolinium,Yb,N3,272,102,521.1849597,0.9,1
Ethylammonium,Yb,N3,274,102,515.7072379,0.904,1
Guanidinium,Yb,N3,278,102,502.4433819,0.913,1
Tetramethylammoium,Yb,N3,292,102,467.5385781,0.943,1
Thiazolium,Yb,N3,320,102,418.9625246,1.003,0
Tropylium,Yb,N3,333,102,402.3071511,1.031,0
